"Date","Price","Open","High","Low","Vol.","Change %"
"02/03/2016","130.02","130.19","130.75","129.81","2.00M","-0.05%"
"02/02/2016","130.09","129.28","130.22","129.27","1.42M","0.71%"
"02/01/2016","129.17","129.59","129.80","129.16","1.23M","-0.32%"
"01/29/2016","129.58","129.06","129.69","128.97","1.69M","0.43%"
"01/28/2016","129.03","128.88","129.09","128.53","1.64M","0.13%"
"01/27/2016","128.86","128.78","128.94","128.31","1.15M","0.04%"
"01/26/2016","128.81","128.69","129.08","128.50","1.09M","0.20%"
"01/25/2016","128.55","128.31","128.70","128.22","864.68K","0.13%"
"01/22/2016","128.38","128.56","128.73","128.08","1.25M","-0.23%"
"01/21/2016","128.67","128.86","129.17","128.50","1.84M","-0.16%"
"01/20/2016","128.88","128.27","129.25","128.25","2.00M","0.38%"
"01/19/2016","128.39","128.50","128.59","128.02","1.57M","0.00%"
"01/18/2016","128.38","128.51","128.57","128.24","","-0.09%"
"01/17/2016","128.49","128.52","128.60","128.48","","0.04%"
"01/15/2016","128.45","127.89","128.91","127.81","1.91M","0.49%"
"01/14/2016","127.83","127.84","128.22","127.62","1.55M","-0.18%"
"01/13/2016","128.06","127.73","128.27","127.42","1.70M","0.18%"
"01/12/2016","127.83","127.20","128.00","126.98","1.47M","0.37%"
"01/11/2016","127.36","127.53","127.72","127.06","1.17M","-0.04%"
"01/08/2016","127.41","127.14","127.56","126.58","1.66M","0.24%"
"01/07/2016","127.11","126.84","127.31","126.67","1.45M","0.20%"
"01/06/2016","126.86","126.31","126.92","126.23","1.16M","0.48%"
"01/05/2016","126.25","126.16","126.44","126.02","950.15K","0.07%"
"01/04/2016","126.16","125.88","126.56","125.77","1.12M","0.20%"
"12/31/2015","125.91","125.70","125.98","125.62","459.34K","0.24%"
"12/30/2015","125.61","125.69","125.80","125.44","706.09K","-0.04%"
"12/29/2015","125.66","126.25","126.33","125.55","620.23K","-0.48%"
"12/28/2015","126.27","126.09","126.41","126.02","327.71K","0.08%"
"12/24/2015","126.17","126.05","126.19","125.95","180.13K","0.13%"
"12/23/2015","126.00","126.23","126.23","125.89","475.29K","-0.13%"
"12/22/2015","126.17","126.52","126.66","126.16","517.33K","-0.78%"
"12/21/2015","127.16","127.00","127.27","126.95","3.41K","0.03%"
"12/18/2015","127.12","126.88","127.23","126.84","12.65K","0.29%"
"12/17/2015","126.75","126.45","126.89","126.45","4.01K","0.28%"
"12/16/2015","126.39","126.75","126.75","126.08","15.48K","-0.26%"
"12/15/2015","126.72","127.11","127.19","126.53","14.28K","-0.24%"
"12/14/2015","127.03","127.67","127.75","127.00","10.81K","-0.54%"
"12/11/2015","127.72","126.92","127.88","126.92","14.98K","0.61%"
"12/10/2015","126.95","127.19","127.25","126.94","28.20K","-0.24%"
"12/09/2015","127.25","126.97","127.33","126.70","17.51K","0.26%"
"12/08/2015","126.92","126.88","127.16","126.80","20.55K","-0.02%"
"12/07/2015","126.94","126.50","127.06","126.44","30.11K","0.31%"
"12/04/2015","126.55","126.31","126.66","125.94","58.28K","0.29%"
"12/03/2015","126.19","127.23","127.30","125.98","86.93K","-0.87%"
"12/02/2015","127.30","127.55","127.56","127.09","58.68K","-0.17%"
"12/01/2015","127.52","127.08","127.62","126.83","99.02K","0.39%"
"11/30/2015","127.02","127.08","127.16","126.88","258.72K","-0.05%"
"11/27/2015","127.08","126.92","127.23","126.92","509.24K","0.00%"
"11/26/2015","127.08","126.96","127.15","126.94","","0.08%"
"11/25/2015","126.98","126.92","127.08","126.81","1.61M","0.06%"
"11/24/2015","126.91","126.86","127.19","126.77","2.36M","0.08%"
"11/23/2015","126.81","126.64","126.89","126.38","1.72M","0.11%"
"11/20/2015","126.67","126.73","126.95","126.64","955.50K","-0.09%"
"11/19/2015","126.78","126.61","126.89","126.55","1.02M","0.09%"
"11/18/2015","126.66","126.69","126.78","126.42","901.42K","-0.06%"
"11/17/2015","126.73","126.66","126.84","126.31","1.09M","0.05%"
"11/16/2015","126.67","126.94","126.94","126.62","965.99K","0.11%"
"11/13/2015","126.53","126.23","126.66","126.14","1.05M","0.26%"
"11/12/2015","126.20","126.12","126.38","126.02","1.11M","0.11%"
"11/11/2015","126.06","126.12","126.23","126.03","231.60K","-0.19%"
"11/10/2015","126.30","125.98","126.36","125.95","1.13M","0.21%"
"11/09/2015","126.03","126.12","126.14","125.70","1.31M","-0.02%"
"11/06/2015","126.05","126.94","127.00","125.88","1.84M","-0.61%"
"11/05/2015","126.83","126.95","127.06","126.67","1.29M","-0.07%"
"11/04/2015","126.92","127.16","127.28","126.80","1.37M","-0.15%"
"11/03/2015","127.11","127.50","127.52","127.05","923.02K","-0.21%"
"11/02/2015","127.38","127.77","127.83","127.34","983.05K","-0.24%"
"10/30/2015","127.69","127.62","127.83","127.45","1.47M","0.06%"
"10/29/2015","127.61","128.14","128.27","127.55","1.57M","-0.46%"
"10/28/2015","128.20","128.86","128.91","128.11","1.29M","-0.56%"
"10/27/2015","128.92","128.61","129.08","128.56","943.95K","0.26%"
"10/26/2015","128.59","128.41","128.67","128.33","743.73K","0.13%"
"10/23/2015","128.42","128.89","128.92","128.28","1.26M","-0.40%"
"10/22/2015","128.94","128.92","129.09","128.67","1.11M","0.05%"
"10/21/2015","128.88","128.56","129.00","128.53","846.53K","0.25%"
"10/20/2015","128.56","128.98","129.06","128.48","1.04M","-0.32%"
"10/19/2015","128.97","128.95","129.12","128.72","885.05K","-0.05%"
"10/16/2015","129.03","129.12","129.30","128.94","776.69K","-0.07%"
"10/15/2015","129.12","129.59","129.62","129.08","1.08M","-0.33%"
"10/14/2015","129.55","128.94","129.62","128.91","1.22M","0.54%"
"10/13/2015","128.86","128.78","128.98","128.62","823.76K","0.07%"
"10/12/2015","128.77","128.56","128.81","128.44","154.26K","0.23%"
"10/09/2015","128.48","128.52","128.72","128.17","955.70K","0.01%"
"10/08/2015","128.47","128.72","129.06","128.36","1.18M","-0.26%"
"10/07/2015","128.81","129.06","129.12","128.61","987.29K","-0.17%"
"10/06/2015","129.03","128.83","129.09","128.69","1.06M","0.16%"
"10/05/2015","128.83","129.30","129.47","128.78","898.16K","-0.39%"
"10/02/2015","129.34","128.80","130.02","128.59","1.92M","0.46%"
"10/01/2015","128.75","128.88","129.03","128.58","1.26M","0.02%"
"09/30/2015","128.73","128.78","128.92","128.34","1.28M","-0.06%"
"09/29/2015","128.81","128.41","128.89","128.27","1.36M","0.29%"
"09/28/2015","128.44","127.89","128.45","127.83","1.02M","0.47%"
"09/25/2015","127.84","127.88","127.98","127.44","1.20M","-0.22%"
"09/24/2015","128.12","127.91","128.47","127.81","1.27M","0.12%"
"09/23/2015","127.97","128.05","128.34","127.78","914.62K","-0.11%"
"09/22/2015","128.11","127.41","128.19","127.39","947.07K","0.06%"
"09/21/2015","128.03","128.33","128.33","128.03","14.34K","-0.43%"
"09/18/2015","128.58","128.19","128.59","128.17","11.61K","0.54%"
"09/17/2015","127.89","127.16","128.12","127.14","16.45K","0.61%"
"09/16/2015","127.11","127.30","127.45","127.12","13.13K","-0.13%"
"09/15/2015","127.28","128.12","128.25","127.19","27.01K","-0.66%"
"09/14/2015","128.12","127.98","128.27","127.98","15.16K","0.01%"
"09/11/2015","128.11","127.72","128.16","127.69","7.50K","0.30%"
"09/10/2015","127.73","128.00","128.05","127.59","8.81K","-0.21%"
"09/09/2015","128.00","127.80","128.02","127.36","36.33K","0.13%"
"09/08/2015","127.83","128.23","128.25","127.80","46.62K","0.23%"
"09/07/2015","127.54","127.58","127.68","127.42","","-0.05%"
"09/06/2015","127.60","127.72","127.76","127.58","","-0.55%"
"09/04/2015","128.30","128.00","128.56","127.95","54.58K","0.27%"
"09/03/2015","127.95","127.75","128.12","127.73","72.46K","0.17%"
"09/02/2015","127.73","128.00","128.11","127.66","78.67K","-0.12%"
"09/01/2015","127.88","127.52","128.31","127.47","156.71K","0.19%"
"08/31/2015","127.64","127.52","128.17","127.41","262.06K","-0.11%"
"08/28/2015","127.78","127.84","128.34","127.67","1.15M","-0.13%"
"08/27/2015","127.95","127.91","128.17","127.56","2.34M","0.01%"
"08/26/2015","127.94","128.56","128.81","127.78","2.83M","-0.09%"
"08/25/2015","128.06","129.02","129.12","128.02","2.40M","-0.88%"
"08/24/2015","129.20","128.84","129.89","128.73","2.44M","0.41%"
"08/21/2015","128.67","128.47","128.88","128.34","1.31M","0.26%"
"08/20/2015","128.33","128.06","128.48","128.03","1.09M","0.19%"
"08/19/2015","128.09","127.44","128.23","127.12","1.32M","0.50%"
"08/18/2015","127.45","127.61","127.91","127.38","744.61K","-0.25%"
"08/17/2015","127.77","127.39","127.83","127.33","667.87K","0.32%"
"08/14/2015","127.36","127.47","127.69","127.19","743.35K","-0.09%"
"08/13/2015","127.48","127.86","128.22","127.41","1.29M","-0.38%"
"08/12/2015","127.97","127.83","128.69","127.70","1.58M","0.09%"
"08/11/2015","127.86","127.09","128.08","127.03","1.25M","0.66%"
"08/10/2015","127.02","127.50","127.52","126.95","673.54K","-0.34%"
"08/07/2015","127.45","127.06","127.56","126.81","1.17M","0.34%"
"08/06/2015","127.02","126.75","127.14","126.66","834.81K","0.21%"
"08/05/2015","126.75","127.11","127.23","126.55","1.29M","-0.41%"
"08/04/2015","127.27","127.80","127.88","127.08","1.02M","-0.44%"
"08/03/2015","127.83","127.58","127.92","127.36","974.28K","0.31%"
"07/31/2015","127.44","126.86","127.62","126.64","1.42M","0.47%"
"07/30/2015","126.84","126.73","126.91","126.34","1.23M","0.02%"
"07/29/2015","126.81","126.92","126.98","126.62","829.28K","-0.15%"
"07/28/2015","127.00","127.22","127.23","126.81","851.80K","-0.13%"
"07/27/2015","127.16","126.78","127.28","126.77","794.99K","0.35%"
"07/24/2015","126.72","126.59","126.88","126.55","873.57K","0.09%"
"07/23/2015","126.61","126.28","126.69","126.12","955.34K","0.24%"
"07/22/2015","126.31","126.27","126.48","126.16","847.96K","0.09%"
"07/21/2015","126.20","125.92","126.30","125.69","827.09K","0.25%"
"07/20/2015","125.89","126.12","126.16","125.70","769.58K","-0.18%"
"07/17/2015","126.12","126.14","126.31","125.89","758.36K","-0.04%"
"07/16/2015","126.17","126.25","126.31","125.86","896.85K","-0.13%"
"07/15/2015","126.34","125.97","126.39","125.61","1.04M","0.32%"
"07/14/2015","125.94","125.47","126.03","125.42","928.62K","0.28%"
"07/13/2015","125.59","126.38","126.38","125.31","1.16M","-0.11%"
"07/10/2015","125.73","126.52","126.53","125.69","1.32M","-0.74%"
"07/09/2015","126.67","127.44","127.56","126.50","1.17M","-0.56%"
"07/08/2015","127.38","126.89","127.59","126.86","1.48M","0.20%"
"07/07/2015","127.12","126.64","127.56","126.47","1.54M","0.28%"
"07/06/2015","126.77","127.00","127.20","125.86","1.39M","0.36%"
"07/03/2015","126.31","125.90","126.38","125.88","","0.34%"
"07/02/2015","125.88","125.47","126.11","125.16","1.21M","0.33%"
"07/01/2015","125.47","125.97","126.03","125.28","1.26M","-0.55%"
"06/30/2015","126.17","126.22","126.39","125.81","1.71M","-0.02%"
"06/29/2015","126.20","126.31","126.91","125.59","1.69M","0.94%"
"06/26/2015","125.02","125.48","125.62","124.91","1.08M","-0.45%"
"06/25/2015","125.58","125.73","125.81","125.28","1.27M","-0.12%"
"06/24/2015","125.73","125.45","125.78","125.33","1.15M","0.22%"
"06/23/2015","125.45","125.73","125.80","125.28","1.20M","-0.30%"
"06/22/2015","125.83","126.44","126.48","125.69","1.07M","-1.13%"
"06/19/2015","127.27","127.00","127.50","126.88","16.00K","0.50%"
"06/18/2015","126.64","127.19","127.27","126.39","8.72K","-0.21%"
"06/17/2015","126.91","126.72","126.94","126.00","15.09K","0.21%"
"06/16/2015","126.64","126.42","126.70","126.36","15.51K","0.22%"
"06/15/2015","126.36","126.25","126.69","126.19","10.05K","0.21%"
"06/12/2015","126.09","126.22","126.47","125.89","31.83K","-0.04%"
"06/11/2015","126.14","125.56","126.16","125.31","15.56K","0.53%"
"06/10/2015","125.48","125.73","125.78","125.36","18.89K","-0.34%"
"06/09/2015","125.91","126.11","126.36","125.61","12.21K","-0.18%"
"06/08/2015","126.14","125.88","126.25","125.83","25.04K","0.16%"
"06/05/2015","125.94","126.69","126.69","125.53","37.38K","-0.60%"
"06/04/2015","126.70","126.28","126.84","125.78","66.13K","0.36%"
"06/03/2015","126.25","127.03","127.09","126.12","95.40K","-0.59%"
"06/02/2015","127.00","127.69","127.69","126.91","146.45K","-0.44%"
"06/01/2015","127.56","128.14","128.30","127.52","166.15K","-0.58%"
"05/29/2015","128.31","127.97","128.33","127.94","389.44K","0.22%"
"05/28/2015","128.03","127.91","128.11","127.81","1.87M","0.11%"
"05/27/2015","127.89","127.89","127.95","127.58","2.74M","-0.02%"
"05/26/2015","127.91","127.53","127.95","127.33","2.48M","0.49%"
"05/22/2015","127.28","127.70","127.91","127.12","1.28M","-0.34%"
"05/21/2015","127.72","127.27","127.73","127.17","1.33M","0.35%"
"05/20/2015","127.27","126.88","127.44","126.86","1.27M","0.19%"
"05/19/2015","127.03","127.30","127.77","126.77","1.69M","-0.27%"
"05/18/2015","127.38","127.97","128.09","127.27","1.04M","-0.51%"
"05/15/2015","128.03","127.41","128.14","127.41","1.21M","0.50%"
"05/14/2015","127.39","126.92","127.50","126.84","1.49M","0.32%"
"05/13/2015","126.98","127.08","127.67","126.88","1.95M","-0.06%"
"05/12/2015","127.05","126.81","127.22","126.20","2.10M","0.13%"
"05/11/2015","126.89","127.80","128.00","126.80","1.33M","-0.74%"
"05/08/2015","127.83","127.33","128.20","127.23","1.68M","0.35%"
"05/07/2015","127.39","126.98","127.52","126.42","1.89M","0.24%"
"05/06/2015","127.09","127.39","127.48","126.91","1.61M","-0.26%"
"05/05/2015","127.42","127.72","127.97","127.25","1.50M","-0.27%"
"05/04/2015","127.77","127.88","128.08","127.59","881.00K","-0.01%"
"05/01/2015","127.78","128.45","128.45","127.73","890.61K","-0.47%"
"04/30/2015","128.38","128.50","128.64","127.81","1.97M","-0.11%"
"04/29/2015","128.52","128.73","128.91","128.09","2.03M","-0.33%"
"04/28/2015","128.95","129.36","129.41","128.70","1.13M","-0.28%"
"04/27/2015","129.31","129.31","129.58","129.12","697.06K","-0.06%"
"04/24/2015","129.39","129.06","129.47","128.91","1.07M","0.19%"
"04/23/2015","129.14","128.83","129.20","128.73","1.21M","0.22%"
"04/22/2015","128.86","129.41","129.53","128.70","1.18M","-0.39%"
"04/21/2015","129.36","129.53","129.72","129.31","707.52K","-0.13%"
"04/20/2015","129.53","129.59","129.80","129.44","789.14K","-0.22%"
"04/17/2015","129.81","129.58","129.97","129.39","1.18M","0.09%"
"04/16/2015","129.69","129.50","129.75","129.27","1.17M","0.19%"
"04/15/2015","129.44","129.34","129.62","129.25","762.08K","0.10%"
"04/14/2015","129.31","129.09","129.70","129.05","1.17M","0.26%"
"04/13/2015","128.98","128.84","129.09","128.58","774.59K","0.13%"
"04/10/2015","128.81","128.83","129.09","128.75","816.50K","-0.02%"
"04/09/2015","128.84","129.25","129.53","128.75","1.02M","-0.40%"
"04/08/2015","129.36","129.39","129.55","129.11","900.23K","0.00%"
"04/07/2015","129.36","129.44","129.50","129.12","806.44K","-0.05%"
"04/06/2015","129.42","129.91","130.03","129.34","517.34K","-0.38%"
"04/03/2015","129.92","129.91","130.12","129.11","379.79K","0.58%"
"04/02/2015","129.17","129.42","129.72","129.08","871.52K","-0.16%"
"04/01/2015","129.38","128.91","129.52","128.75","1.14M","0.36%"
"03/31/2015","128.91","128.72","128.98","128.56","1.09M","0.25%"
"03/30/2015","128.59","128.55","128.77","128.44","820.97K","-0.08%"
"03/27/2015","128.69","128.39","128.70","128.25","949.74K","0.36%"
"03/26/2015","128.23","128.72","129.06","128.17","1.33M","-0.45%"
"03/25/2015","128.81","129.16","129.39","128.69","1.01M","-0.22%"
"03/24/2015","129.09","128.88","129.22","128.75","975.94K","0.19%"
"03/23/2015","128.84","128.69","128.94","128.61","745.37K","-0.29%"
"03/20/2015","129.22","128.84","129.28","128.84","4.02K","0.32%"
"03/19/2015","128.81","129.36","129.56","128.70","21.40K","-0.27%"
"03/18/2015","129.16","128.19","129.52","128.16","25.91K","0.82%"
"03/17/2015","128.11","127.98","128.31","127.97","15.81K","0.21%"
"03/16/2015","127.84","127.81","128.14","127.72","11.41K","0.05%"
"03/13/2015","127.77","127.61","128.00","127.42","6.15K","-0.05%"
"03/12/2015","127.83","127.61","128.28","127.55","15.93K","0.17%"
"03/11/2015","127.61","127.61","127.78","127.27","11.72K","0.04%"
"03/10/2015","127.56","127.11","127.70","126.98","29.94K","0.37%"
"03/09/2015","127.09","126.73","127.16","126.66","49.66K","0.27%"
"03/06/2015","126.75","127.69","128.17","126.62","38.76K","-0.76%"
"03/05/2015","127.72","127.64","127.83","127.39","74.46K","0.13%"
"03/04/2015","127.56","127.52","127.75","127.39","61.73K","0.07%"
"03/03/2015","127.47","127.81","127.86","127.44","62.21K","-0.23%"
"03/02/2015","127.77","128.41","128.50","127.69","169.82K","-0.51%"
"02/27/2015","128.42","128.23","128.48","128.02","354.79K","0.11%"
"02/26/2015","128.28","128.70","129.03","128.09","1.44M","-0.34%"
"02/25/2015","128.72","128.70","128.89","128.52","2.02M","0.02%"
"02/24/2015","128.69","128.03","128.78","127.58","2.47M","0.52%"
"02/23/2015","128.02","127.50","128.05","127.42","1.38M","0.48%"
"02/20/2015","127.41","127.55","128.23","127.31","1.55M","-0.14%"
"02/19/2015","127.59","127.97","128.25","127.50","1.23M","-0.34%"
"02/18/2015","128.02","127.36","128.25","127.06","1.63M","0.61%"
"02/17/2015","127.25","128.05","128.44","127.14","1.65M","-0.85%"
"02/16/2015","128.34","127.92","128.37","127.88","","0.32%"
"02/15/2015","127.93","128.05","128.07","127.92","","-0.23%"
"02/13/2015","128.23","128.44","128.50","128.05","917.15K","-0.15%"
"02/12/2015","128.42","128.16","128.59","127.86","1.49M","0.05%"
"02/11/2015","128.36","128.38","128.59","128.00","1.12M","0.00%"
"02/10/2015","128.36","128.44","128.56","128.12","1.26M","-0.19%"
"02/09/2015","128.61","128.61","129.11","128.34","1.13M","-0.09%"
"02/06/2015","128.72","129.80","130.36","128.47","1.81M","-0.88%"
"02/05/2015","129.86","130.44","130.62","129.66","1.20M","-0.11%"
"02/04/2015","130.00","129.97","130.48","129.58","1.55M","-0.05%"
"02/03/2015","130.06","130.92","131.05","129.89","1.37M","-0.66%"
"02/02/2015","130.92","131.05","131.11","130.56","1.26M","0.03%"
"01/30/2015","130.88","130.20","131.17","130.12","1.72M","0.53%"
"01/29/2015","130.19","130.42","130.53","129.91","1.28M","-0.21%"
"01/28/2015","130.47","129.66","130.62","129.50","1.29M","0.62%"
"01/27/2015","129.66","129.55","130.17","129.50","1.18M","0.12%"
"01/26/2015","129.50","130.00","130.19","129.38","904.98K","-0.13%"
"01/23/2015","129.67","129.31","130.02","129.22","1.18M","0.43%"
"01/22/2015","129.12","129.36","129.84","128.73","1.70M","-0.25%"
"01/21/2015","129.44","129.94","130.14","129.28","1.57M","-0.32%"
"01/20/2015","129.86","129.81","130.34","129.66","1.35M","-0.14%"
"01/19/2015","130.04","129.82","130.17","129.71","","0.15%"
"01/18/2015","129.84","129.81","129.84","129.81","","-0.02%"
"01/16/2015","129.86","130.75","130.94","129.73","1.61M","-0.37%"
"01/15/2015","130.34","129.59","130.94","129.20","1.88M","0.44%"
"01/14/2015","129.77","129.27","130.23","129.20","1.99M","0.36%"
"01/13/2015","129.31","129.11","129.55","128.84","1.66M","0.19%"
"01/12/2015","129.06","128.78","129.14","128.53","840.49K","0.37%"
"01/09/2015","128.58","128.11","128.84","128.06","1.45M","0.37%"
"01/08/2015","128.11","128.31","128.38","127.97","941.74K","-0.28%"
"01/07/2015","128.47","128.50","128.69","128.02","1.48M","0.09%"
"01/06/2015","128.36","127.75","129.11","127.73","1.74M","0.46%"
"01/05/2015","127.77","127.16","127.84","127.05","901.82K","0.48%"
"01/02/2015","127.16","126.61","127.33","126.41","768.08K","0.45%"
"01/01/2015","126.59","126.71","126.71","126.59","","-0.17%"
